label,X,Y,Z
shomresh,6.4965515,-3.3538373,-2.0375814
humayun_ahmed,9.737265,11.562353,-0.21504192
shunil_gongopaddhay,2.6815612,-2.3287024,12.422933
bongkim,-2.0696096,14.625059,-1.4834046
shirshendu,-4.620824,-0.55014175,8.129719
shorotchandra,-4.581692,12.991736,8.451515
humayun_ahmed,9.901504,11.448648,0.76970965
humayun_ahmed,10.3759985,11.136041,0.27829745
humayun_ahmed,10.154308,12.546726,2.0163274
shunil_gongopaddhay,3.000467,-3.1584136,11.572603
zahir_rayhan,2.2079568,3.8219805,-1.5153974
shomresh,6.5679126,-2.9708264,-2.1741009
shirshendu,-5.0516276,-0.7399833,8.3930855
robindronath,-2.740291,11.871196,7.8577256
humayun_ahmed,10.116176,11.586994,-0.29968947
shomresh,5.7657747,-3.6019359,-2.8194284
bongkim,-2.0896614,14.617436,-1.3929445
humayun_ahmed,9.950701,11.547877,0.8677053
shordindu,-4.755014,9.004691,1.334978
shorotchandra,-4.4409757,13.106118,8.630898
manik_bandhopaddhay,0.12128456,4.707906,6.6581893
zahir_rayhan,2.7504313,4.1588907,-1.7487795
robindronath,-2.6979234,11.746145,7.8460464
nihar_ronjon_gupta,-0.7457203,-4.135687,3.6091597
shunil_gongopaddhay,2.5485013,-3.2318509,13.16763
humayun_ahmed,9.352684,12.042325,0.15645845
MZI,11.678689,4.270932,9.571638
humayun_ahmed,9.482833,11.351762,0.3565567
shunil_gongopaddhay,2.8281124,-3.3652074,11.504012
shorotchandra,-4.7872367,13.0069475,8.602512
shomresh,6.165907,-2.5454729,-2.154525
shirshendu,-4.6862493,-0.8895636,8.159804
shunil_gongopaddhay,2.6255891,-3.2192225,11.770169
tarashonkor,-2.6490643,8.420197,5.241545
robindronath,-2.0612442,13.17346,7.4799657
humayun_ahmed,10.358228,11.210209,0.23075344
humayun_ahmed,9.924327,12.015526,0.6200594
bongkim,-2.0607939,14.699078,-1.5098947
shunil_gongopaddhay,2.5454125,-3.4125004,11.997045
shomresh,6.363748,-3.2737794,-2.4426987
tarashonkor,-0.7561349,5.999678,5.6918993
nihar_ronjon_gupta,-0.8373045,-4.2275596,3.6234386
humayun_ahmed,10.098874,11.881048,-0.13944037
humayun_ahmed,9.6277485,11.142946,0.21434583
nazrul,-2.0190845,9.60166,6.5359254
MZI,10.963584,4.1173344,8.8383665
shirshendu,-5.017109,-0.6609415,8.425275
shottojit_roy,-4.300546,-1.1517786,-3.6911469
humayun_ahmed,10.934067,11.389764,0.88144577
shunil_gongopaddhay,2.7431834,-2.8873253,14.195478
shordindu,-4.4218016,8.923465,1.9425403
shomresh,5.856725,-2.4414716,-2.3527493
shunil_gongopaddhay,2.6703568,-2.93514,14.158038
humayun_ahmed,9.325131,11.618843,0.79242224
shirshendu,-4.5121546,-0.7498579,8.15867
humayun_ahmed,9.5745125,11.865467,0.56933606
manik_bandhopaddhay,0.3273466,4.681054,6.6278105
manik_bandhopaddhay,-0.6736604,4.3391128,6.8230767
tarashonkor,-0.38343462,8.09602,4.260766
humayun_ahmed,9.10827,11.976523,1.7515212
shunil_gongopaddhay,2.5627718,-2.8325183,12.491847
shomresh,5.808094,-3.5409608,-2.783662
nihar_ronjon_gupta,-0.71449167,-4.2583847,3.3922055
shomresh,6.149228,-3.1286592,-1.8826405
shirshendu,-4.9681706,-0.9025414,8.309671
robindronath,-2.9492016,11.975388,8.04778
humayun_ahmed,9.81087,11.628763,0.90539277
humayun_ahmed,9.539614,11.597787,1.1099168
shottojit_roy,-3.9994998,-1.1816472,-3.4927828
shorotchandra,-5.009552,13.745757,8.717613
bongkim,-2.467983,14.756024,-1.3173699
robindronath,-2.301437,12.798689,8.420432
humayun_ahmed,9.201513,11.979067,1.7173866
shirshendu,-4.463286,-0.17643917,8.177447
MZI,11.463777,4.3849783,10.041946
shordindu,-4.7700253,9.031326,1.3572419
shunil_gongopaddhay,2.9352984,-2.6253386,14.086991
robindronath,-2.5302382,12.480791,8.524808
MZI,11.346046,4.51307,10.115155
toslima_nasrin,9.348859,0.34034738,6.688918
bongkim,-2.2870386,14.762385,-1.5161157
shorotchandra,-4.0050573,12.967662,8.612855
tarashonkor,-2.4671056,8.246849,5.367399
humayun_ahmed,10.013952,11.237774,-0.24752614
shunil_gongopaddhay,2.6992931,-2.9662924,12.359308
shomresh,6.214869,-3.011572,-1.9602258
shunil_gongopaddhay,2.7443256,-2.7467785,13.1862955
humayun_ahmed,10.044254,11.2995405,-0.3300458
robindronath,-2.8186378,11.719687,7.7291594
nihar_ronjon_gupta,-0.59244716,-4.1762834,3.2704787
humayun_ahmed,9.939621,12.240672,0.8184331
tarashonkor,-2.5673592,8.378316,5.3247795
shorotchandra,-4.842303,13.120507,9.206078
shunil_gongopaddhay,2.6839802,-2.7612338,12.043016
humayun_ahmed,11.41584,11.79803,1.0805857
MZI,11.980952,4.215152,9.307858
shottojit_roy,-3.2651093,-0.7059194,-2.9259202
shorotchandra,-4.7279897,12.979363,8.553071
shomresh,6.1654835,-2.9642577,-2.5279782
nazrul,-2.4236326,12.174321,8.416161
humayun_ahmed,10.655356,11.445011,1.1807177
shomresh,5.863954,-3.5841324,-2.7301526
shunil_gongopaddhay,2.3381453,-3.0321507,12.222129
humayun_ahmed,10.147851,12.062488,-0.13208285
robindronath,-2.0086954,13.15038,7.5967536
tarashonkor,-2.7164257,8.430608,5.180988
shirshendu,-4.555788,-1.3485409,8.298947
shunil_gongopaddhay,2.9085805,-3.9301429,12.531866
MZI,11.719714,4.3805795,9.914707
humayun_ahmed,9.382495,11.675334,0.1803637
shunil_gongopaddhay,2.973539,-3.1880047,11.565606
shordindu,-4.749216,9.050286,2.0850475
humayun_ahmed,9.507013,11.469554,-0.14321361
robindronath,-2.3997858,12.6522045,8.354302
toslima_nasrin,8.722607,0.29524007,6.0495915
humayun_ahmed,9.927087,11.963151,-0.23579137
MZI,11.568267,4.442975,9.699134
shorotchandra,-4.5002785,12.89199,8.664516
manik_bandhopaddhay,0.30391374,4.6434665,6.6840115
humayun_ahmed,9.068075,11.99846,1.7475097
humayun_ahmed,9.458249,11.110065,0.564734
shirshendu,-4.563722,-0.51965857,8.222282
zahir_rayhan,2.2492757,3.8561418,-1.5414834
shunil_gongopaddhay,2.5372746,-3.0589557,12.474797
tarashonkor,-0.7532981,6.0070915,5.682083
toslima_nasrin,9.009429,-3.725449,4.3356924
shunil_gongopaddhay,2.887659,-2.423818,13.047477
humayun_ahmed,9.110762,12.023258,1.7671331
shorotchandra,-4.1146593,12.83708,8.891293
humayun_ahmed,11.216692,11.519667,1.3262819
MZI,11.815907,4.5363245,9.409436
robindronath,-2.873992,12.055552,8.095531
humayun_ahmed,9.898854,10.940263,0.9214475
shomresh,6.171663,-2.74751,-2.721654
robindronath,-2.8546906,12.047474,7.9935484
shirshendu,-4.782056,-0.5443668,8.209089
shottojit_roy,-4.127952,-1.2939148,-3.6299481
shunil_gongopaddhay,2.75028,-3.3571866,11.508266
shorotchandra,-4.249937,12.763819,8.9609785
manik_bandhopaddhay,-0.26824707,3.7777789,6.7060547
humayun_ahmed,10.6095915,11.770352,0.44140452
humayun_ahmed,10.143003,12.269023,0.0016388862
nihar_ronjon_gupta,-0.8365004,-4.3353577,3.5622718
shomresh,6.2638783,-3.0911765,-1.76251
robindronath,-2.0000973,13.156426,7.612679
toslima_nasrin,9.12751,-3.8732617,4.0039754
bongkim,-2.299959,14.651643,-1.3162317
humayun_ahmed,9.650615,11.305607,0.6086621
shordindu,-4.723872,9.112696,1.3033435
shunil_gongopaddhay,2.6576998,-2.3149762,12.099833
robindronath,-2.9373043,12.203648,7.9684634
shunil_gongopaddhay,2.5944936,-3.0586333,14.054645
bongkim,-1.996897,14.739576,-1.5941594
shomresh,5.9631796,-3.5415354,-2.6666727
nihar_ronjon_gupta,-0.7235569,-4.191809,3.4852438
humayun_ahmed,10.154272,12.258579,0.011717496
humayun_ahmed,10.752018,11.445498,1.2482274
humayun_ahmed,9.5302925,11.2246,0.50207704
robindronath,-2.035283,10.251091,6.9448285
MZI,11.560132,4.3807745,10.189436
MZI,11.928193,4.432381,9.184563
humayun_ahmed,9.919777,11.440143,-0.41028762
shottojit_roy,-3.4550235,-0.8238531,-3.149792
nihar_ronjon_gupta,-0.9244781,-4.496403,3.5630167
shorotchandra,-4.5254083,13.073848,8.307372
humayun_ahmed,10.118413,11.213466,1.0492779
shunil_gongopaddhay,2.3193314,-3.387898,11.9098625
shottojit_roy,-4.241062,-1.1990074,-3.7902813
humayun_ahmed,10.131794,12.153794,-0.17882684
humayun_ahmed,9.7509,11.186826,0.32580805
bongkim,-2.0303342,14.838524,-1.6923186
toslima_nasrin,9.158775,-3.6647303,4.5725956
humayun_ahmed,10.693637,11.789042,-0.27192396
robindronath,-2.883898,11.797123,7.8601594
humayun_ahmed,10.1471195,12.43668,0.75815284
humayun_ahmed,11.443576,11.934965,1.2279309
shordindu,-4.708737,9.030769,1.2715262
tarashonkor,-0.40361974,8.072791,4.281827
humayun_ahmed,10.024032,12.403907,2.0190883
shunil_gongopaddhay,2.4486365,-3.1432865,11.76511
manik_bandhopaddhay,-0.33184347,3.8527749,6.796958
shorotchandra,-4.7250633,13.119697,9.105296
shunil_gongopaddhay,2.6012206,-3.280421,11.531927
humayun_ahmed,10.02775,11.955566,0.15185715
humayun_ahmed,10.613461,11.148045,1.3331522
shunil_gongopaddhay,2.650104,-3.0160873,14.150469
humayun_ahmed,9.9156885,11.952457,0.70406896
nihar_ronjon_gupta,-0.8236168,-4.111857,3.7334826
humayun_ahmed,10.087831,12.463858,2.0996807
shomresh,6.5871544,-2.4472234,-2.1579692
toslima_nasrin,8.727827,0.29842618,6.0544677
shorotchandra,-4.518954,12.597733,8.556258
humayun_ahmed,10.694384,12.131295,0.99859047
shunil_gongopaddhay,2.918891,-2.6312685,14.115193
nazrul,-2.003351,9.5954,6.552676
humayun_ahmed,9.816521,11.23387,0.6791871
shirshendu,-4.923024,-0.86827344,8.543394
shorotchandra,-4.5143347,12.965355,8.933468
nihar_ronjon_gupta,-0.7908768,-4.141589,3.5923266
shordindu,-4.7432895,8.907343,1.7389792
shordindu,-4.742299,8.972096,1.882113
humayun_ahmed,9.872099,11.966644,0.83663964
shomresh,6.6912627,-3.1409504,-2.2349093
robindronath,-2.2767644,12.7473755,8.254402
shomresh,6.6247864,-2.8510242,-2.2897208
shunil_gongopaddhay,3.3041434,-2.915602,11.976346
MZI,12.145157,4.233598,9.308637
humayun_ahmed,9.856033,10.834282,0.80133975
humayun_ahmed,10.0889,11.04036,0.46400005
humayun_ahmed,9.406455,11.961215,1.1112237
zahir_rayhan,2.2014747,3.8165305,-1.5166065
shunil_gongopaddhay,2.5809605,-2.744886,12.573091
shomresh,6.5230346,-3.0176055,-2.002967
robindronath,-2.2459006,12.99703,7.511089
robindronath,-2.5395064,11.969396,7.864606
shirshendu,-5.022981,-0.815343,8.418114
shorotchandra,-4.222047,13.104383,8.642053
shomresh,5.83831,-3.472203,-2.6207275
humayun_ahmed,10.393772,11.019049,0.37621674
nihar_ronjon_gupta,-0.65527856,-4.2723455,3.1749866
shunil_gongopaddhay,2.7120857,-2.9353948,11.789796
robindronath,-2.8155038,12.190839,8.036529
manik_bandhopaddhay,-0.7583278,4.3659053,6.7644835
shomresh,5.7758193,-3.4631264,-2.7839854
bongkim,-2.1271656,14.763196,-1.5538152
humayun_ahmed,10.275895,11.89265,-0.058177795
toslima_nasrin,9.3472595,0.28304484,6.7139883
humayun_ahmed,9.788451,11.944508,0.78359556
shottojit_roy,-4.241798,-1.3112137,-3.7975395
shunil_gongopaddhay,2.8186934,-2.742409,14.177449
shomresh,6.026934,-2.3842878,-2.2857041
shorotchandra,-4.7677684,12.855821,8.80857
humayun_ahmed,10.110956,10.928816,0.62335384
bongkim,-1.8735564,14.436914,-1.3587202
shunil_gongopaddhay,2.663212,-2.6630325,12.785106
shottojit_roy,-4.20267,-1.2329702,-3.7621737
robindronath,-2.3371272,12.753595,8.310394
shorotchandra,-4.440325,12.820149,8.616601
shirshendu,-4.763956,-0.5985645,8.268873
shomresh,6.2817674,-3.2762828,-2.0783627
MZI,11.428297,4.432263,9.725214
humayun_ahmed,10.756316,11.689657,0.105918966
manik_bandhopaddhay,-0.5891409,4.042631,6.849361
shordindu,-4.781731,8.90175,1.4721667
shorotchandra,-4.3760614,13.076118,8.792968
tarashonkor,-0.44119447,8.042067,4.3138413
shunil_gongopaddhay,3.068273,-2.5862703,13.41896
MZI,11.377565,4.4287047,9.378749
shunil_gongopaddhay,2.324414,-3.370703,11.8763895
humayun_ahmed,10.683833,11.3452635,1.1165797
humayun_ahmed,9.073432,11.928812,0.16730742
humayun_ahmed,9.505646,12.22481,1.8578799
MZI,11.434993,4.508824,9.949849
tarashonkor,-0.88904005,8.14653,4.5357995
shordindu,-4.202392,9.726612,2.8619432
humayun_ahmed,9.886287,11.809754,0.45388487
shorotchandra,-4.411368,13.280841,8.626351
humayun_ahmed,11.390201,11.610605,1.2682363
nazrul,-1.8621037,9.72521,6.7125883
humayun_ahmed,9.871678,12.361686,1.967608
shirshendu,-4.5399337,-0.7009665,8.231193
shottojit_roy,-4.1569047,-1.235753,-3.7006092
humayun_ahmed,9.306401,12.09554,1.7945267
shunil_gongopaddhay,2.650321,-2.8814237,12.603545
humayun_ahmed,11.212832,12.048359,1.1140543
humayun_ahmed,11.181429,11.354058,1.0310938
robindronath,-2.222077,12.785832,8.312585
MZI,11.558001,4.618267,10.461732
nazrul,-1.9183649,9.691585,6.6620994
toslima_nasrin,9.355379,0.3056557,6.7125125
shirshendu,-4.824659,-1.2157074,8.120908
tarashonkor,-0.67570287,7.8921986,4.4964066
humayun_ahmed,9.77088,11.477198,0.41517755
humayun_ahmed,10.161165,10.975673,0.5137721
shordindu,-4.21507,9.621894,2.701016
toslima_nasrin,9.216847,-3.7448993,4.1566925
shunil_gongopaddhay,3.031304,-2.6083033,13.362808
shorotchandra,-4.549398,13.964524,7.8661637
bongkim,-1.9515065,14.736224,-1.6072959
shunil_gongopaddhay,2.8551784,-2.734552,13.052108
shomresh,6.6904664,-2.9446688,-2.0302112
MZI,11.557757,4.7058907,10.556527
humayun_ahmed,10.376187,12.434302,0.8690459
shottojit_roy,-4.041698,-1.2377338,-3.4657211
shunil_gongopaddhay,2.6861649,-3.3819273,11.5918455
humayun_ahmed,9.541576,11.164581,0.24330682
shunil_gongopaddhay,2.7073789,-2.9089456,12.266543
shirshendu,-4.664845,-0.396506,8.027167
robindronath,-2.0545325,13.147295,7.581664
humayun_ahmed,9.431899,11.872605,0.55911833
shunil_gongopaddhay,2.9544644,-2.55119,13.471689
humayun_ahmed,9.901724,12.014653,0.15153322
shirshendu,-4.4039373,-0.27157253,8.279386
toslima_nasrin,9.150149,-3.6278074,4.357017
shomresh,6.4254723,-2.33854,-2.2171931
humayun_ahmed,10.247144,11.98429,-0.0931098
shorotchandra,-4.3382497,13.067276,8.577387
shunil_gongopaddhay,2.9724429,-3.26283,11.487761
toslima_nasrin,9.185503,-3.7600355,4.260312
humayun_ahmed,10.381266,11.722928,-0.13985316
humayun_ahmed,10.262326,11.305446,0.10981248
shordindu,-4.4115205,9.3632145,2.0918548
tarashonkor,-2.650434,8.385963,5.2618
humayun_ahmed,10.286015,11.885246,-0.3114539
shomresh,6.5796986,-3.0838473,-1.8197278
MZI,11.608217,4.622694,9.830034
shunil_gongopaddhay,2.2407756,-3.4207141,11.808753
shottojit_roy,-3.859409,-1.057938,-4.132746
humayun_ahmed,9.783829,11.432335,0.99580777
toslima_nasrin,9.07816,-4.057554,3.781799
zahir_rayhan,2.217645,3.8314636,-1.5182495
MZI,11.656463,4.3183885,9.401497
shorotchandra,-4.3339386,12.747503,8.78424
bongkim,-1.9251684,14.596089,-1.4694289
robindronath,-2.2017384,12.535335,8.312437
nihar_ronjon_gupta,-0.5982668,-4.1313415,3.33195
humayun_ahmed,10.186123,12.144749,0.86360633
shunil_gongopaddhay,2.795341,-3.3994389,11.562627
shomresh,5.9695663,-2.3008199,-2.3808339
shottojit_roy,-3.9793065,-0.8858943,-4.0465584
robindronath,-2.7227032,12.062446,8.156421
shirshendu,-4.822343,-1.0257416,8.717274
shordindu,-4.6957736,9.005898,1.343762
tarashonkor,-0.8545658,5.6534724,6.189684
humayun_ahmed,9.710032,10.989885,0.8493811
manik_bandhopaddhay,0.14000739,4.5772386,6.737925
shunil_gongopaddhay,2.5200346,-3.4136639,11.995238
humayun_ahmed,9.100976,12.017738,1.5321593
robindronath,-2.2607405,12.843068,8.403179
humayun_ahmed,9.294723,11.519759,0.57111084
shunil_gongopaddhay,2.4519553,-3.5566177,11.844655
humayun_ahmed,10.057762,11.979117,-0.04481547
humayun_ahmed,10.743737,11.261952,1.000227
shordindu,-4.19405,9.701669,2.7835076
shunil_gongopaddhay,2.2931042,-3.4379704,11.959647
shomresh,6.099271,-2.674356,-2.6285427
humayun_ahmed,10.020657,12.409979,1.7961483
bongkim,-2.1229143,14.606741,-1.3763974
humayun_ahmed,10.019577,12.521539,1.8597647
humayun_ahmed,10.045644,12.250409,1.9436655
toslima_nasrin,9.109486,-3.8878906,4.099647
humayun_ahmed,9.996987,10.858007,0.6990228
shunil_gongopaddhay,2.8387952,-3.3757663,11.86266
bongkim,-2.5351765,14.9345045,-1.4940084
toslima_nasrin,9.375669,0.3712678,6.6710773
humayun_ahmed,9.441937,11.43958,0.004296781
shirshendu,-4.70765,-0.35343826,7.83977
MZI,11.404236,4.5271354,10.14832
robindronath,-2.9310434,11.892524,7.8230567
humayun_ahmed,10.0913,12.474942,0.86379194
shorotchandra,-4.3956747,13.058062,9.196878
nihar_ronjon_gupta,-0.5647155,-4.1582384,3.2918365
shottojit_roy,-4.221244,-1.2372501,-3.7847204
humayun_ahmed,9.506379,11.331928,0.84084
shorotchandra,-4.2736816,12.741979,8.900751
shunil_gongopaddhay,2.3309093,-3.206684,12.098207
toslima_nasrin,9.142849,-3.4311085,4.7987695
humayun_ahmed,9.457527,11.327116,0.6120754
humayun_ahmed,10.060987,12.510163,0.80767655
shomresh,6.2504168,-3.0015817,-1.8022965
tarashonkor,-2.4202795,8.496905,5.215559
shunil_gongopaddhay,2.5836115,-2.5342014,12.227457
humayun_ahmed,10.35479,12.186411,0.16915835
shorotchandra,-4.825909,12.544814,8.595859
humayun_ahmed,10.182061,12.076092,-0.01774457
bongkim,-2.0356023,14.704978,-1.5100307
shomresh,6.5621114,-2.3796933,-2.1959908
MZI,11.62038,4.366913,9.710107
shirshendu,-5.0560455,-1.1136225,8.310004
nihar_ronjon_gupta,-0.6570858,-4.2281623,3.370503
shottojit_roy,-3.2844172,-0.7262236,-3.5350878
shordindu,-4.186148,9.6784315,2.7232525
shunil_gongopaddhay,3.2164974,-3.0208032,11.763982
humayun_ahmed,9.489603,11.414251,0.8640727
shorotchandra,-4.831153,13.452258,8.951747
shottojit_roy,-3.9848728,-1.2246225,-3.492541
shomresh,5.991143,-2.4869046,-2.4586372
shirshendu,-4.7146344,-0.601092,8.051852
shunil_gongopaddhay,2.841875,-3.2634761,11.552652
tarashonkor,-2.4602368,8.534527,5.1567483
robindronath,-2.2283692,12.57125,8.405636
tarashonkor,-0.83947504,5.672445,6.1689878
humayun_ahmed,9.371596,11.876009,0.6018867
shordindu,-4.1983857,9.673216,2.7593226
humayun_ahmed,9.893257,11.745909,0.91772777
humayun_ahmed,11.302996,11.544255,1.2739482
MZI,10.975791,4.1880455,8.9186125
shorotchandra,-4.4766593,14.276009,7.660965
humayun_ahmed,9.13437,11.907215,1.6834195
shorotchandra,-4.564535,13.002622,8.570438
toslima_nasrin,9.35355,0.30301625,6.7130055
shirshendu,-4.638194,-0.6432315,8.119944
tarashonkor,-1.984048,7.908144,5.349162
humayun_ahmed,9.704313,11.342944,-0.21323669
shirshendu,-4.7883544,-0.3280388,7.866409
humayun_ahmed,10.713337,11.59203,0.6009763
nihar_ronjon_gupta,-0.66979355,-4.3180237,3.314872
humayun_ahmed,11.571721,11.661863,0.9559952
shomresh,6.358148,-2.9435136,-2.2831209
shunil_gongopaddhay,2.7242498,-2.473319,12.219156
toslima_nasrin,8.730618,0.3047144,6.0535436
nihar_ronjon_gupta,-0.63934356,-4.1723766,3.3215654
shottojit_roy,-3.709228,-1.0512995,-4.111392
toslima_nasrin,9.185385,-3.4572184,4.8163195
humayun_ahmed,10.148607,11.412757,0.90462196
robindronath,-2.540839,12.21383,7.7743206
shirshendu,-4.4873915,-1.1457309,8.229114
humayun_ahmed,9.718722,11.484758,0.08690948
tarashonkor,-2.42376,8.459437,5.521899
shordindu,-4.587297,8.959245,1.67191
shunil_gongopaddhay,2.6209226,-3.1627116,11.613636
manik_bandhopaddhay,-0.827222,4.2067466,6.8635406
toslima_nasrin,9.166018,-3.906682,3.9017467
humayun_ahmed,9.74022,11.539521,-0.2641922
shorotchandra,-4.536934,12.54784,8.593907
MZI,11.628233,4.3465858,9.351158
shirshendu,-5.045111,-1.120612,8.36289
shomresh,6.852201,-2.9782348,-2.1633272
bongkim,-1.8985809,14.429876,-1.3438202
tarashonkor,-2.301526,8.634753,5.181629
humayun_ahmed,10.040315,11.890439,0.28578827
manik_bandhopaddhay,-0.67853254,4.3075,6.8456254
MZI,12.54627,5.0175314,9.864745
shorotchandra,-4.4755197,13.069289,8.325761
shunil_gongopaddhay,2.5232508,-2.899078,12.397534
MZI,11.484305,4.520438,9.485131
shordindu,-4.8161826,8.9973955,1.4217283
robindronath,-2.4842477,11.935701,7.7516994
humayun_ahmed,9.599873,12.041596,0.36055067
shunil_gongopaddhay,2.740203,-2.8373394,13.658607
tarashonkor,-2.1467638,8.771084,5.1456037
zahir_rayhan,2.2274356,3.8392172,-1.5269089
shirshendu,-4.5388746,-0.9690349,8.247601
humayun_ahmed,10.040186,10.9291935,0.6668883
bongkim,-2.1382833,14.606571,-1.3589352
humayun_ahmed,9.509904,11.882171,0.002491943
toslima_nasrin,8.967794,-3.6054058,4.513491
shirshendu,-4.6111474,-0.5219022,8.050842
humayun_ahmed,9.631427,11.712066,-0.3177517
shomresh,5.9048586,-2.70645,-2.330886
shunil_gongopaddhay,2.4079974,-3.580851,11.901152
humayun_ahmed,10.990686,11.190872,1.5151458
shomresh,6.222649,-3.22908,-1.8127041
shorotchandra,-5.084949,13.712207,8.690417
nazrul,-2.2579758,9.276912,6.0713854
manik_bandhopaddhay,-0.4142639,3.9118156,6.803374
humayun_ahmed,10.748229,11.863385,1.2132393
robindronath,-2.1866245,13.13831,7.423163
shirshendu,-4.785643,-0.94796866,8.307993
shunil_gongopaddhay,2.791341,-3.2442963,11.579719
robindronath,-2.03414,10.27195,7.0123544
bongkim,-1.881597,14.431161,-1.3419273
humayun_ahmed,9.931982,11.255229,-0.25587252
shordindu,-4.784383,8.933098,1.6691236
MZI,11.814231,4.4177046,9.919077
shorotchandra,-4.413038,13.007566,8.718191
robindronath,-1.9518704,10.369838,6.9852223
tarashonkor,-0.3960831,8.083876,4.2722554
toslima_nasrin,9.030267,-4.066058,3.8081763
toslima_nasrin,9.144903,-3.6485727,4.296962
robindronath,-2.0548186,10.304083,7.002
shomresh,6.8586607,-2.761512,-2.1347647
shunil_gongopaddhay,2.4633603,-2.980415,12.317714
tarashonkor,-2.6559274,8.65644,5.437616
robindronath,-2.6339557,12.328201,7.748786
humayun_ahmed,9.539857,11.470551,0.20448844
shomresh,5.948017,-2.328168,-2.3566895
tarashonkor,-2.5225537,8.46375,5.4005313
humayun_ahmed,9.481292,11.790471,0.35724464
robindronath,-2.760434,11.81431,8.117316
shunil_gongopaddhay,2.5548627,-3.1499493,12.539897
shottojit_roy,-4.038359,-1.026898,-3.60916
humayun_ahmed,10.548643,12.0931635,-0.21310319
shirshendu,-4.7860847,-0.989621,8.648998
shorotchandra,-4.3236284,13.101869,8.578098
manik_bandhopaddhay,-0.4390223,4.7189336,6.6264515
MZI,11.75989,4.3798227,9.713387
toslima_nasrin,9.211079,-3.872037,3.933987
humayun_ahmed,9.909313,12.054333,0.07620908
shottojit_roy,-4.1268992,-1.065282,-3.4692466
MZI,10.953825,4.1142426,8.836426
shomresh,6.539129,-2.9893582,-2.5983071
humayun_ahmed,9.742569,12.422502,0.6072341
tarashonkor,-2.6909635,8.418114,5.236047
shunil_gongopaddhay,3.1125422,-2.6136563,13.36425
shordindu,-4.7601852,8.914047,1.4526669
shunil_gongopaddhay,2.5307302,-3.2524056,12.982703
robindronath,-2.6675303,11.975422,7.7125816
MZI,11.411382,4.4808245,10.2385435
shottojit_roy,-4.2445607,-0.9887807,-3.6045156
humayun_ahmed,11.046097,11.201749,1.517368
shorotchandra,-4.736143,13.0788,8.765534
shomresh,6.69852,-3.0057151,-1.8662921
bongkim,-2.3402972,14.797701,-1.4408748
shirshendu,-4.777996,-0.943686,8.39359
humayun_ahmed,9.786886,11.2665615,0.26706582
shunil_gongopaddhay,2.7500963,-3.295943,11.654766
humayun_ahmed,10.023116,11.891444,0.8695764
manik_bandhopaddhay,-0.2897335,3.7865698,6.728437
shottojit_roy,-3.863825,-1.0680176,-4.043702
humayun_ahmed,9.528371,11.827327,0.36391264
robindronath,-2.5742056,12.204289,7.9075184
humayun_ahmed,10.429206,11.538938,1.0688355
bongkim,-2.443689,14.841598,-1.446279
nazrul,-2.31116,9.154997,5.9639997
humayun_ahmed,11.535796,11.823654,1.1769991
toslima_nasrin,9.176239,-3.4934323,4.7567835
shomresh,6.771217,-2.9623616,-1.995312
MZI,11.972459,4.295527,9.6829605
shunil_gongopaddhay,2.5529938,-3.1828046,11.900167
nihar_ronjon_gupta,-0.56368846,-4.139437,3.3097897
shorotchandra,-5.0377917,13.710309,8.662855
shottojit_roy,-3.246587,-0.68345404,-2.9066682
shirshendu,-4.68175,-0.7882864,8.506761
humayun_ahmed,10.054409,11.316781,0.8921786
toslima_nasrin,9.174878,-3.4875004,4.716982
humayun_ahmed,10.228148,12.412064,0.33864138
tarashonkor,-0.6538481,7.942255,4.4727755
shottojit_roy,-4.2314267,-1.1992557,-3.740631
shomresh,6.4884515,-2.409269,-2.1755311
MZI,11.459522,4.5836163,10.372969
manik_bandhopaddhay,-0.33394304,3.7960932,6.776184
shottojit_roy,-4.1481504,-1.05037,-3.4163644
shunil_gongopaddhay,2.7523365,-2.8597066,14.157336
shordindu,-4.507584,9.248534,2.1310432
humayun_ahmed,9.502204,11.970207,0.3279116
humayun_ahmed,9.598674,11.430949,0.8613295
shottojit_roy,-4.046499,-1.069924,-3.4722724
humayun_ahmed,9.071914,12.005131,1.7548316
robindronath,-2.0166266,10.332925,6.9706244
shunil_gongopaddhay,2.6176748,-3.473263,12.415475
humayun_ahmed,10.219368,11.91654,-0.4556633
humayun_ahmed,10.174525,11.763002,0.33545923
humayun_ahmed,9.02224,11.910204,0.40576458
shunil_gongopaddhay,2.7673442,-2.891062,12.503094
humayun_ahmed,9.110777,11.981867,1.1308826
shunil_gongopaddhay,2.7086816,-2.3451347,12.167155
toslima_nasrin,8.996424,-3.5755773,4.534405
MZI,11.454343,4.477003,9.842882
MZI,11.79224,4.340669,9.477782
shordindu,-4.6225395,9.172843,2.2482622
toslima_nasrin,9.073602,-4.0449276,3.7924995
shunil_gongopaddhay,2.6254478,-3.1069558,12.0777855
tarashonkor,-2.6851158,8.407986,5.2397113
humayun_ahmed,9.553613,11.308895,-0.10257491
shomresh,5.991619,-2.4212098,-2.228381
bongkim,-2.0154564,14.734049,-1.5575527
humayun_ahmed,9.311451,12.186407,0.4133068
robindronath,-2.3731167,11.881923,8.126578
shorotchandra,-4.4186296,12.766258,9.043321
shomresh,6.5259995,-2.9982083,-2.132052
humayun_ahmed,11.678609,11.895628,1.1415462
shunil_gongopaddhay,2.632449,-3.3880646,11.544186
